id,business_name,business_address,city,state,zipcode,zipcode_full,basic_category,category_primary,category_alternate,taxonomy_primary,confidence,operating_status,name_common,brand_name_primary,websites,emails,socials,phone_num,latitude,longitude,search_latlog,search_distance_miles,source_examples
5d3b2f82-96be-473f-a5a5-39179d207c4f,IDPAPA Scannable ID,3500 Indiana St,Anchorage,AK,99503,99503,shopping_mall,shopping_center,,shopping_mall,0.77,open,,,https://www.idpapa.org,,,(650) 758-7921,61.18923626678838,-149.8999124765396,"61.2181,-149.9003",10,anchorage_ak
7d94011d-73c8-478a-889a-6abe55594ee2,Jewel Lake West Shopping Center,4000 W Dimond Blvd,Anchorage,AK,99502,99502-1474,shopping_mall,shopping_center,shopping,shopping_mall,0.5588896870613098,open,,,,,https://www.facebook.com/110869525643559,+19073391270,61.13660559,-149.95392087,"61.2181,-149.9003",10,anchorage_ak
25fce579-c879-4b40-9304-34505ebae84f,Mall At Sears,600 E Northern Lights Blvd,Anchorage,AK,99503,99503-4100,shopping_mall,shopping_center,,shopping_mall,0.8584365248680115,open,,,http://www.mallatsears.com,,https://www.facebook.com/180495772826690,+19072646695,61.194187,-149.873449,"61.2181,-149.9003",10,anchorage_ak
cb7c3fef-ec9e-4529-be22-262e894fe862,Metro Mall,530 E Benson Blvd,Anchorage,AK,99503,99503-4155,shopping_mall,shopping_center,shopping,shopping_mall,0.9850149750709534,open,,,http://metromall570.com/,nick@indigo-design.net,https://www.facebook.com/1704625199790833,+19072740074,61.19251685,-149.87404344,"61.2181,-149.9003",10,anchorage_ak
e7195b4a-b868-4694-b8ed-293a4c3ca697,Midtown Mall,600 E Northern Lights Blvd,Anchorage,AK,99503,99503-4100,shopping_mall,shopping_center,shopping,shopping_mall,0.9237256050109863,open,,,http://midtownmall.com/,amber@midtownmall.com,https://www.facebook.com/189081137874,+19074168989,61.19432455,-149.87247471,"61.2181,-149.9003",10,anchorage_ak
8ccbeb4f-6a69-408b-9d22-f6d10a30ab6a,Muldoon Beauty Supply,349 Muldoon Rd,Anchorage,AK,99504,99504,shopping_mall,shopping_center,"beauty_product_supplier,business_equipment_and_supply,business_to_business,retail",shopping_mall,0.77,open,,,http://www.akbeautysupply.com/,,,9073330660,61.2195032,-149.7334093,"61.2181,-149.9003",10,anchorage_ak
16b44b36-d347-4ff5-9ff2-3b55265fee08,Oriental Shopping Center,408 E Fireweed Ln,Anchorage,AK,99503,99503-2801,shopping_mall,shopping_center,shopping,shopping_mall,0.9849204361438751,open,,,https://anchoragehotspots.com,,https://www.facebook.com/167822279901218,+19072770107,61.19775401,-149.875023,"61.2181,-149.9003",10,anchorage_ak
83709d8c-8615-4f01-8bcc-a0e58bdf3f10,Sears,700 E Northern Lights Blvd,Anchorage,AK,99503,99503,shopping_mall,shopping_center,"department_store,retail",shopping_mall,0.9969870448112488,open,,,https://www.sears.com/stores/alaska/anchorage/0001089.html,,,9072794422,61.1941156,-149.8708082,"61.2181,-149.9003",10,anchorage_ak
4c36b4b9-d119-40de-b034-745d1f67a4d7,Shops at the Castle,1520 O'Malley Rd,Anchorage,AK,99507,99507-7302,shopping_mall,shopping_center,"used_vintage_and_consignment,cafe",shopping_mall,0.7865104079246521,open,,,,classicandjrllc@icloud.com,https://www.facebook.com/201073963092455,,61.12227271,-149.85375952,"61.2181,-149.9003",10,anchorage_ak
d6bac5f0-d2b8-4547-9355-1c94163ddbe2,The Northway Mall,3101 Penland Pkwy,Anchorage,AK,99508,99508,shopping_mall,shopping_center,,shopping_mall,0.77,open,,,http://thenorthwaymall.com,customer_service@corralwest.com,"https://www.twitter.com/thenorthwaymall,https://www.facebook.com/199531470078679",(907) 276-5520,61.217174624853605,-149.81924536849803,"61.2181,-149.9003",10,anchorage_ak
ca21c35c-d59c-4c84-9209-a8fc5535703e,Tikahtnu Commons,1102 N Muldoon Rd,Anchorage,AK,99506,99506,shopping_mall,shopping_center,,shopping_mall,0.77,open,,,http://tikahtnucommons.com,,,(907) 338-6248,61.227457992374895,-149.7459717671766,"61.2181,-149.9003",10,anchorage_ak
abd19880-521a-4106-a00a-51ee0388f61d,Tikahtnu Commons,1142 N Muldoon Rd,Anchorage,AK,99504,99504-6115,shopping_mall,shopping_center,"shopping,retail",shopping_mall,0.7238156795501709,open,,,,,https://www.facebook.com/369904773136836,+18332635136,61.23082507,-149.73897259,"61.2181,-149.9003",10,anchorage_ak
483c77c6-064d-4bbe-a428-6c8da3f003dc,University Center Mall,3901 Old Seward Hwy,Anchorage,AK,99503,99503-6040,shopping_mall,shopping_center,jewelry_store,shopping_mall,0.9725654125213623,open,,,https://universitycentermall.wordpress.com/,,https://www.facebook.com/246877275984623,+19075633503,61.18467,-149.86612,"61.2181,-149.9003",10,anchorage_ak
b55726a2-df40-4e8a-a809-4313c36b10cd,University Center Mall,3801 Old Seward Hwy,Anchorage,AK,99508,99508,shopping_mall,shopping_center,,shopping_mall,0.77,open,,,https://universitycentermall.wordpress.com,,https://www.facebook.com/396960546986281,(907) 770-1444,61.18419876951082,-149.86377678124563,"61.2181,-149.9003",10,anchorage_ak
e2e2bca0-8806-4207-8953-3cabc9e7edc0,Valhalla Center,555 W Northern Lights Blvd,Anchorage,AK,99503,99503-2501,shopping_mall,shopping_center,,shopping_mall,0.4656723141670227,open,,,,,https://www.facebook.com/568265743609922,,61.1954376,-149.89380217,"61.2181,-149.9003",10,anchorage_ak
656aae4d-4cd8-42cf-a0df-497bdfa65b28,Eagles Peak Mini Mall & Apartments,9310 Glacier Hwy,Juneau,AK,99801,99801-7003,shopping_mall,shopping_center,shopping,shopping_mall,0.976894736289978,open,,,,,https://www.facebook.com/157324244604711,+19077969213,58.36462656,-134.58810677,"58.3019,-134.4197",10,juneau_ak
24ef1a37-4d16-4efd-a415-d25d21fcd31f,Historic Merchants Wharf,2 Marine Way,Juneau,AK,99801,99801-1255,shopping_mall,shopping_center,"structure_and_geography,marina",shopping_mall,0.9616424441337585,open,,,,,https://www.facebook.com/462238123937421,+19075865018,58.29937277,-134.40774563,"58.3019,-134.4197",10,juneau_ak
632c6e9a-80ab-45d7-bcee-ceacd9e168a5,Mendenhall Mall,9105 Mendenhall Mall Rd,Juneau,AK,99801,99801-7122,shopping_mall,shopping_center,shopping,shopping_mall,0.9985079735517501,open,,,https://www.mendenhallmall.com/,mallpsallc@gmail.com,https://www.facebook.com/149012615126692,+19077137011,58.37152128,-134.58952439,"58.3019,-134.4197",10,juneau_ak
abff514d-9b12-4bb1-8e89-39e4bacd25d0,Nugget mall,8745 Glacier Hwy,Juneau,AK,99801,99801-0001,shopping_mall,shopping_center,shopping,shopping_mall,0.9908734345436097,open,,,http://nuggetmalljuneau.com/,eclaytonak@gmail.com,https://www.facebook.com/370220553119587,+19072090336,58.36285542,-134.57677316,"58.3019,-134.4197",10,juneau_ak
1abccc17-ff9f-4148-98ce-56a0dca80be0,Senate Properties,175 S Franklin St,Juneau,AK,99801,99801-1304,shopping_mall,shopping_center,"shopping,landmark_and_historical_building",shopping_mall,0.7339760661125183,open,,,http://www.senatemall.com/,,https://www.facebook.com/309783915886023,+19074634111,58.300098,-134.404604,"58.3019,-134.4197",10,juneau_ak
0e77d611-8e3c-40a0-9043-eb069226976e,Soho - Homewood,,,AL,,,shopping_mall,shopping_center,,shopping_mall,0.77,open,,,https://www.sohohomewood.bar,,,(205) 423-8080,33.480064745559865,-86.79025977229753,"33.5186,-86.8104",10,birmingham_al
f898c7e9-b389-410c-b64d-f559dfc3d422,78 Mini Mall,1155 Bankhead Hwy W,Birmingham,AL,35204,35204-1328,shopping_mall,shopping_center,flea_market,shopping_mall,0.9623318314552307,open,,,,leasinginfo78@gmail.com,https://www.facebook.com/836416589745095,+12059384636,33.53200556,-86.85645267,"33.5186,-86.8104",10,birmingham_al
c699814e-ced0-412e-a85d-2bacf665de40,Brookwood Village,780 Brookwood Vlg,Birmingham,AL,35209,35209,shopping_mall,shopping_center,retail,shopping_mall,0.9147561359405517,open,,,http://www.shopbrookwoodvillage.com/,,,2058710406,33.4702453613281,-86.7709121704102,"33.5186,-86.8104",10,birmingham_al
e8336385-e7ec-4874-a3eb-081228c81e99,Cahaba Village,Cahaba Village Place,Birmingham,AL,35243,35243,shopping_mall,shopping_center,,shopping_mall,0.77,open,,,https://www.bayerproperties.com/portfolio/cahaba-village,,,(205) 939-3111,33.46033142463451,-86.75360174669505,"33.5186,-86.8104",10,birmingham_al
18338864-0d6a-49d0-a920-255becf9e3ad,Century Plaza Mall,7580 Crestwood Blvd,Birmingham,AL,35210,35210-1800,shopping_mall,shopping_center,"topic_concert_venue,shopping",shopping_mall,0.6346666812896729,open,,,http://www.deadmalls.com/malls/century_plaza.html,,https://www.facebook.com/127119253997716,+12055912451,33.5328,-86.7242,"33.5186,-86.8104",10,birmingham_al
45466eea-51f8-43de-95e1-c01c42db58f1,Colonial Brookwood Village Mall,600 Brookwood Vlg,Birmingham,AL,35209,35209,shopping_mall,shopping_center,,shopping_mall,0.77,open,,,http://www.shopbrookwoodvillage.com,info@shopbrookwoodvillage.com,https://www.facebook.com/316304211713709,(205) 871-0406,33.470449843683525,-86.77094031710325,"33.5186,-86.8104",10,birmingham_al
a9b53757-53f0-4167-a548-ee4bf3460f40,Crestwood Festival Center,7001 Crestwood Blvd,Birmingham,AL,35210,35210-2332,shopping_mall,shopping_center,shopping,shopping_mall,0.5226505398750305,open,,,,,https://www.facebook.com/667849936690877,+12053321935,33.52823332,-86.73156888,"33.5186,-86.8104",10,birmingham_al
fd66081b-f12d-46e3-997b-be0805b8d6f7,Crestwood Shopping Center,5514 Crestwood Blvd,Birmingham,AL,35212,35212,shopping_mall,shopping_center,shopping,shopping_mall,0.6770243644714355,open,,,,,https://www.facebook.com/674987829202600,,33.52911875,-86.7476074,"33.5186,-86.8104",10,birmingham_al
0d617615-e732-4c5e-afa1-5dfb1fb247e2,Dr Pepper Co Building,2829 2nd Ave S,Birmingham,AL,35233,35233-2837,shopping_mall,shopping_center,cafe,shopping_mall,0.9265338432788849,open,,,,,https://www.facebook.com/269970176993171,,33.51631,-86.79111,"33.5186,-86.8104",10,birmingham_al
0de0e34f-ffd0-4c2b-84e5-0d5cb0071bb4,Eastwood Village,1600 Montclair Rd,Birmingham,AL,35210,35210-2410,shopping_mall,shopping_center,landmark_and_historical_building,shopping_mall,0.9791933768987655,open,,,https://www.theretailcompanies.com,,https://www.facebook.com/139357422750880,+12059572111,33.529015,-86.720056,"33.5186,-86.8104",10,birmingham_al
7b0dde71-1683-4bfd-ae38-115ff132a08d,Five Points West Shopping City,2201 Bessemer Rd,Birmingham,AL,35208,35208-4711,shopping_mall,shopping_center,shopping,shopping_mall,0.9199117422103882,open,,,,shop5pointswest@gmail.com,https://www.facebook.com/102693941228871,+12059451280,33.49520892,-86.87854305,"33.5186,-86.8104",10,birmingham_al
48d8a3e2-da49-4bfc-bfd4-ccfaf86ca3e6,Forestdale Square,1258 Forestdale Blvd,Birmingham,AL,35214,35214,shopping_mall,shopping_center,shopping,shopping_mall,0.8927294611930847,open,,,,,https://www.facebook.com/1685704731495044,+12058746654,33.55915919,-86.89339217,"33.5186,-86.8104",10,birmingham_al
a8bb0b93-6ec6-4bf0-b0e4-2b5ebba110f5,Grants Mill Station,Beacon Dr,Birmingham,AL,35210,35210,shopping_mall,shopping_center,,shopping_mall,0.77,open,,,http://grants-mill-station.poi.place,thestationatgrantsmill@gmail.com,https://www.facebook.com/523766681003581,(205) 639-7555,33.530114318676524,-86.69374104820744,"33.5186,-86.8104",10,birmingham_al
49e0b040-54e9-442a-99cc-df21e8e5ee1a,Green Spring Plaza,430 Green Springs Hwy,Birmingham,AL,35209,35209-4923,shopping_mall,shopping_center,"shopping,chinese_restaurant",shopping_mall,0.43744149804115295,open,,,http://www.springleaffinancial.com,compliancehelpline@slfs.com,https://www.facebook.com/897829210288143,+12059422932,33.463257,-86.821395,"33.5186,-86.8104",10,birmingham_al
349a83a6-7fb8-4089-8cf4-fca47e43b700,Heritage Town Center,873 Dennison Ave SW,Birmingham,AL,35211,35211-3867,shopping_mall,shopping_center,shopping,shopping_mall,0.7745597958564758,open,,,,,https://www.facebook.com/2071831673130103,,33.479357,-86.842281,"33.5186,-86.8104",10,birmingham_al
36aa5c35-c925-48b7-815c-3bdfbde4c9e0,Lee's Outlet,290 S Daleville Ave,Birmingham,AL,36322,36322-2346,shopping_mall,shopping_center,"clothing_store,convenience_store",shopping_mall,0.6841633915901184,open,,,http://leesoutlet.placeweb.site,,https://www.facebook.com/155722524464721,+13345986107,33.50995520000001,-86.8144708,"33.5186,-86.8104",10,birmingham_al
b2f091f1-8649-447c-bf4c-8062904f58ae,Pepper Place,2829 2nd Ave S,Birmingham,AL,35233,35233-2837,shopping_mall,shopping_center,"shopping,farmers_market",shopping_mall,0.9888478922843933,open,,,http://www.pepperplacemarket.com/,info@pepperplacemarket.com,https://www.facebook.com/79699074371,+12058022100,33.51652153,-86.79121271,"33.5186,-86.8104",10,birmingham_al
9e388414-8d3f-4528-a627-9200b814c41f,Pickwick Place,1017 20th St S,Birmingham,AL,35205,35205-2605,shopping_mall,shopping_center,,shopping_mall,0.878692626953125,open,,,http://kahnproperties.com,,https://www.facebook.com/1444965308901718,+12059337788,33.50136962,-86.79668058,"33.5186,-86.8104",10,birmingham_al
dc188fdb-450f-4e57-a9c0-6893387c8283,River Ridge,4606 Us 280,Birmingham,AL,35242,35242,shopping_mall,shopping_center,retail,shopping_mall,0.77,open,,,http://www.ddr.com/properties/30387,,,2167555500,33.4272,-86.7109,"33.5186,-86.8104",10,birmingham_al
e08eae8d-df80-4dc3-aabd-decd7182e9ee,Roebuck Marketplace,9118 Parkway E,Birmingham,AL,35206,35206-1507,shopping_mall,shopping_center,shopping,shopping_mall,0.5946093201637268,open,,,http://www.rainbowshops.com/,,https://www.facebook.com/155788677897982,+12058367003,33.58735592535757,-86.70293494977722,"33.5186,-86.8104",10,birmingham_al
cc13efec-51d1-406e-85d4-a183186ab0f3,Roebuck Shopping Center,9060 Parkway E,Birmingham,AL,35206,35206-1505,shopping_mall,shopping_center,public_plaza,shopping_mall,0.9556224942207336,open,,,,,https://www.facebook.com/118234241707763,,33.58487338232074,-86.70428511688101,"33.5186,-86.8104",10,birmingham_al
2dac1386-5fc8-45c9-b9b5-afd78f61eded,ShoeTime & ShoeTrend,9134 Parkway E,Birmingham,AL,35206,35206,shopping_mall,shopping_center,,shopping_mall,0.77,open,,,http://www.shoefad.com,,,(205) 838-2233,33.586503,-86.701295,"33.5186,-86.8104",10,birmingham_al
420574e1-69bc-4a89-91ba-c435bd7b8e7a,Summit Shopping Center,214 Summit Blvd,Birmingham,AL,35243,35243-3137,shopping_mall,shopping_center,"shopping,public_plaza",shopping_mall,0.9373414516448975,open,,,https://thesummitbirmingham.com,,https://www.facebook.com/122094507860590,+12059670111,33.451343658631366,-86.72890212695374,"33.5186,-86.8104",10,birmingham_al
a690cd6d-0e18-474b-9ca2-f171bd1764c8,The CrossPlex Village,2343 Crossplex Blvd,Birmingham,AL,35208,35208-5700,shopping_mall,shopping_center,eat_and_drink,shopping_mall,0.9230039715766907,open,,,,,https://www.facebook.com/237171796982492,,33.49876666,-86.87432101,"33.5186,-86.8104",10,birmingham_al
0b3492bb-c7b8-448b-acee-692b7d05aa67,The Shoppes of Crestwood,5514 Crestwood Blvd,Birmingham,AL,35212,35212,shopping_mall,shopping_center,shopping,shopping_mall,0.8060653805732727,open,,,,,https://www.facebook.com/1584100485141861,+12058354949,33.52909306200596,-86.74761301984971,"33.5186,-86.8104",10,birmingham_al
8ca94bf0-60bc-4f6a-8958-65ea011df83e,The Summit Birmingham,214 Summit Blvd,Birmingham,AL,35243,35243-3137,shopping_mall,shopping_center,shopping,shopping_mall,0.9772517681121826,open,,,http://www.thesummitbirmingham.com/,summitbham@centennialrec.com,https://www.facebook.com/121391745913,+12059670111,33.44720953,-86.7285391,"33.5186,-86.8104",10,birmingham_al
ae1b08d0-d1dd-4452-9f7d-f87188a2a956,The Summit Shopping Center,135 Summit Pkwy,Birmingham,AL,35209,35209-4707,shopping_mall,shopping_center,shopping,shopping_mall,0.7581872344017029,open,,,,,https://www.facebook.com/707698842724557,+12059670111,33.466721,-86.832843,"33.5186,-86.8104",10,birmingham_al
f7b88d4e-e8b5-4328-b02d-d5904f1899c6,Urban Supply,1301 1st Ave S,Birmingham,AL,35233,35233-1401,shopping_mall,shopping_center,shopping,shopping_mall,0.89939284324646,open,,,https://www.urbansupplybham.com/,leasing@orchestra-partners.com,https://www.facebook.com/101521731671558,+12055905015,33.50714096,-86.81304229,"33.5186,-86.8104",10,birmingham_al
a175dc42-7bac-4d9b-a0c1-9bc2fac9249f,Wildwood Centre Shops and Restaurants,255 Lakeshore Pkwy,Birmingham,AL,35209,35209-7109,shopping_mall,shopping_center,shopping,shopping_mall,0.8473900556564331,open,,,http://en.wikipedia.org/wiki/index.html?curid=30409276,,https://www.facebook.com/213341828680409,,33.44624557,-86.82303726,"33.5186,-86.8104",10,birmingham_al
b9de9247-522e-4b67-8aac-11654563c766,shops at Grand River Outlet Mall,,Birmingham,AL,,,shopping_mall,shopping_center,shopping,shopping_mall,0.7650740146636963,open,,,https://www.outletbound.com/outlet-malls/outlet-shops-grand-river,,https://www.facebook.com/140803409322210,,33.5407056407,-86.790201603,"33.5186,-86.8104",10,birmingham_al
e3ebbed4-3213-4519-a74c-a9c056468f07,Roses 684,414 N Craft Hwy,Chickasaw,AL,36611,36611-1312,shopping_mall,shopping_center,"bar,flowers_and_gifts_shop",shopping_mall,0.7834949493408203,open,,,,,https://www.facebook.com/165020337678942,+12513304990,30.77156,-88.0743,"30.6954,-88.0399",10,mobile_al
0bb0817a-f93b-4517-9585-3438c09e27ce,Jubilee Square,6850 US Highway 90,Daphne,AL,36526,36526-9530,shopping_mall,shopping_center,shopping,shopping_mall,0.9995524163305759,open,,,http://www.burtonpropertygroup.com/,info@burtonprop.com,https://www.facebook.com/408335129257119,+12516263375,30.65410529,-87.9037059,"30.6954,-88.0399",10,mobile_al
9e3de436-1a7b-4803-9165-c6cf9e7cfecd,Western Hills Mall,7201 Aaron Aronov Dr,Fairfield,AL,35064,35064-1803,shopping_mall,shopping_center,shopping,shopping_mall,0.7622144222259521,open,,,http://www.westernhillsmall.com,linashoeswesterhills@gmail.com,https://www.facebook.com/1760937070638152,+12059232525,33.46671432,-86.9125629,"33.5186,-86.8104",10,birmingham_al
051b1a23-2584-4260-9614-02be53fcbfc5,Gardendale Plaza,1315 Decatur Hwy,Gardendale,AL,35071,35071-2733,shopping_mall,shopping_center,"shopping,convenience_store",shopping_mall,0.951593279838562,open,,,,,https://www.facebook.com/195251237519589,+14806998583,33.65841,-86.81138,"33.5186,-86.8104",10,birmingham_al
69e8e944-bd0e-428e-a400-02c0e923b716,Downtown Homewood,2841 18th St S,Homewood,AL,35209,35209-2509,shopping_mall,shopping_center,"travel,shopping",shopping_mall,0.6448977589607239,open,,,http://homewoodchamber.chambermaster.com,,https://www.facebook.com/412055565496744,,33.4798631,-86.7916151,"33.5186,-86.8104",10,birmingham_al
5adeb8a7-748a-4fb2-8b7e-6aa9e861492a,Galleria Mall,,Homewood,AL,,,shopping_mall,shopping_center,"womens_clothing_store,clothing_store",shopping_mall,0.7663483023643494,open,,,http://www.galleriadallas.com/,,https://www.facebook.com/219187804758678,,33.461139524601,-86.827116312633,"33.5186,-86.8104",10,birmingham_al
cda0c89d-33a5-451a-b6c5-42334f723b18,Green Springs Shopping Center,222 Green Springs Hwy,Homewood,AL,35209,35209-4906,shopping_mall,shopping_center,"property_management,real_estate",shopping_mall,0.6768652200698853,open,,,http://www.bbvacompass.com,,https://www.facebook.com/105068329561138,+12059459237,33.466347,-86.824334,"33.5186,-86.8104",10,birmingham_al
758f755f-5ba6-44b4-96d9-a28eaf4a1527,Palisades Shopping Center,320 Oxmoor Rd,Homewood,AL,35209,35209-6116,shopping_mall,shopping_center,"parking,fast_food_restaurant",shopping_mall,0.8103496432304382,open,,,https://en.parkopedia.com/parking/lot/palisades_shopping_center/35209/birmingham/?vendor=here,,https://www.facebook.com/173414326702033,+12053262222,33.46656,-86.82118,"33.5186,-86.8104",10,birmingham_al
d9b43139-8911-41f1-b5d1-d6c331e136ec,Soho Square,1831 28th Ave S,Homewood,AL,35209,35209-2100,shopping_mall,shopping_center,shopping,shopping_mall,0.9608503580093384,open,,,http://www.aloftbirminghamsohosquare.com,,https://www.facebook.com/411946516036830,,33.479953,-86.790274,"33.5186,-86.8104",10,birmingham_al
fc186770-d7b0-44e1-96ea-be3f688a3b54,Hoover Commons,1615 Montgomery Hwy,Hoover,AL,35216,35216-4917,shopping_mall,shopping_center,shopping,shopping_mall,0.9236968755722046,open,,,http://selectstrat.com/hoover-commons,,https://www.facebook.com/267845046587825,+12058240750,33.3984,-86.80505,"33.5186,-86.8104",10,birmingham_al
445ebe9c-8d1e-48ef-88d3-759abbf453a4,Hoover Square,1646 Montgomery Hwy,Hoover,AL,35216,35216-4904,shopping_mall,shopping_center,clothing_store,shopping_mall,0.3973489999771118,open,,,,,https://www.facebook.com/122691831121548,+12058228255,33.396271,-86.806763,"33.5186,-86.8104",10,birmingham_al
7ca0c2db-9122-4582-b96b-a09efc335caf,Mall Gallerias Hoover Alabama,,Hoover,AL,,,shopping_mall,shopping_center,"shopping,clothing_store",shopping_mall,0.7716203927993774,open,,,,,https://www.facebook.com/305979749424092,,33.379235103176,-86.809146219379,"33.5186,-86.8104",10,birmingham_al
4da6c6a0-745a-483b-b58a-66c701409a36,River Oaks Village,3706 Lorna Rd,Hoover,AL,35216,35216-6206,shopping_mall,shopping_center,shopping,shopping_mall,0.9394456744194031,open,,,http://www.riveroaksvillage.com/,,https://www.facebook.com/453725261332901,+12052902712,33.3797622,-86.8005392,"33.5186,-86.8104",10,birmingham_al
e84ad950-bd3c-4762-875d-f061f67c9e0b,Riverchase Galleria,3000 Riverchase Galleria,Hoover,AL,35244,35244,shopping_mall,shopping_center,shopping,shopping_mall,0.9892359375953674,open,,,http://www.riverchasegalleria.com/,press@brookfieldpropertiesretail.com,https://www.facebook.com/252371251516079,+12059853019,33.37923556,-86.80927399,"33.5186,-86.8104",10,birmingham_al
7803a2d7-834c-41a9-b13e-0331dc0cbed5,Riverchase Galleria Mall,,Hoover,AL,,,shopping_mall,shopping_center,,shopping_mall,0.5673367977142334,open,,,,,https://www.facebook.com/459280347944859,,33.381414371336,-86.792560716026,"33.5186,-86.8104",10,birmingham_al
fb52a48c-c18b-4c3c-86c4-5565182f5c5d,Santa Set - Riverchase Galleria,2000 Riverchase Galleria,Hoover,AL,35244,35244-2323,shopping_mall,shopping_center,"event_photography,professional_services",shopping_mall,0.7436813116073608,open,,,,,https://www.facebook.com/565107540359110,+18324934067,33.380202084934,-86.809158325195,"33.5186,-86.8104",10,birmingham_al
8e3e9f0c-e24d-4f2f-848c-99ed92e84955,Western Hills Mall,631 Bessemer Super Hwy,Midfield,AL,35228,35228-3013,shopping_mall,shopping_center,"shopping,clothing_store",shopping_mall,0.5256736874580383,open,,,,,https://www.facebook.com/573815656124257,+12054268103,33.45246,-86.9253,"33.5186,-86.8104",10,birmingham_al
a21e963b-1f03-418e-a1f7-95842b8301c9,8 Mile Shopping Center,3445 St Stephens Rd,Mobile,AL,36612,36612-1238,shopping_mall,shopping_center,shopping,shopping_mall,0.45728304982185364,open,,,,,https://www.facebook.com/883011968415192,+12514564468,30.75182793,-88.11812055,"30.6954,-88.0399",10,mobile_al
a757707c-4fe0-4808-9808-ce5aff32fb7f,Americas Best Value Inn & Suites Mobile,162 S Beltline Hwy,Mobile,AL,36608,36608,shopping_mall,shopping_center,"hotel,retail",shopping_mall,0.9471,open,,,,,,2513442121,30.680643081665,-88.1282424926758,"30.6954,-88.0399",10,mobile_al
