id,business_name,business_address,city,state,zipcode,basic_category,category_primary,category_alternate,taxonomy_primary,confidence,operating_status,brand_name_primary,websites,latitude,longitude,search_latlog,search_distance_miles,source_batch_hint
3d89c1a2-47a0-472d-9288-42110d7261d3,Starbucks,4774 Highway 280,Alexander City,AL,35010,coffee_shop,coffee_shop,"cafe,bakery",coffee_shop,0.9879681128263473,open,Starbucks,https://www.starbucks.com/store-locator/store/1040059/hwy-280-hwy-63-4774-hwy-280-alexander-city-al-350106840-us,32.91536502,-85.95345944,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
9c7e013d-0cd7-4502-97e3-b08ede7e2655,The Coffee Corner,107 Main St,Alexander City,AL,35010,coffee_shop,coffee_shop,,coffee_shop,0.77,open,,https://www.thecoffeecorner.coffee,32.94395343730987,-85.9530905976848,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
41124200-4b9d-4531-9448-11cb57757345,Called Coffee,1400 Quintard Ave,Anniston,AL,36201,coffee_shop,coffee_shop,"cafe,restaurant",coffee_shop,0.9606910347938538,open,,http://calledcoffee.com/,33.66259988,-85.82704912,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
29ad3a96-7158-42b1-9c30-82f5d5b2e157,McClellan Blvd & W Blue Mountian Rd,3206 McClellan Blvd,Anniston,AL,36206,coffee_shop,coffee_shop,"cafe,coffee_roastery",coffee_shop,0.4,open,Scooter's Coffee,,33.68666253826725,-85.82299193560227,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
6a9e8070-91ce-4f13-a599-821613d3c735,Mudslingers Drive Thru Coffee Anniston,3335 Henry Rd,Anniston,AL,36207,coffee_shop,coffee_shop,"cafe,theme_restaurant",coffee_shop,0.9056183695793152,open,,http://Www.MudslingersCoffeeAnniston.com/,33.64418067,-85.78535368,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
fe7a1791-ae5b-48ac-bd07-96ac6db57cb9,Scooter's Coffee,3206 McClellan Blvd,Anniston,AL,36201,coffee_shop,coffee_shop,"cafe,bakery",coffee_shop,0.9606910347938538,open,Scooter's Coffee,https://scooterscoffee.com/,33.68740758,-85.8234145,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
0ddb4af5-0edf-4f6a-8e1d-1e676f689c3c,Starbucks,30 Nicole Lane,Anniston,AL,36206,coffee_shop,coffee_shop,"cafe,coffee_roastery",coffee_shop,0.4,open,Starbucks,,33.71478,-85.81774,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
8679949f-2e8c-46a3-87c4-2a2ec892fc55,The Coffee Bean,40718 Highway 77,Ashland,AL,36251,coffee_shop,coffee_shop,"bakery,smoothie_juice_bar",coffee_shop,0.9915497303009033,open,The Coffee Bean & Tea Leaf,,33.27402764,-85.83862861,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
9e429dab-a2c2-4133-bae8-84b9e555f5aa,Starbucks,720 Gilbert Ferry Rd SE,Attalla,AL,35954,coffee_shop,coffee_shop,"cafe,bakery",coffee_shop,0.9879628320932389,open,Starbucks,https://www.starbucks.com/store-locator/store/14823/,33.99753559,-86.09820629,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
2bf4dcb7-27d2-4f3a-9932-f7510fd7ca00,7 Brew Coffee,1615 East University Drive,Auburn,AL,36830,coffee_shop,coffee_shop,restaurant,coffee_shop,0.9471,open,,https://7brew.com/location/alabama-auburn-000207,32.610056,-85.44821920000001,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
d38f8267-8780-4832-9542-22347200cdd7,Bitty & Beau's Coffee,100 N Gay St,Auburn,AL,36830,coffee_shop,coffee_shop,cafe,coffee_shop,0.9878879189491272,open,Bitty & Beau's Coffee,https://www.bittyandbeauscoffee.com/location/auburn/,32.60700567,-85.47971668,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
f50395b9-cc9f-4bbe-92ee-7ad2581fd93d,Bitty & Beau's Coffee,100 N Gay St,Auburn,AL,36830,coffee_shop,coffee_shop,restaurant,coffee_shop,0.77,open,,https://www.bittyandbeauscoffee.com/location/auburn/?utm_source=bing&utm_medium=organic&utm_campaign=bingplaces,32.606855,-85.479599,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
1168412e-ab94-4cb1-8822-1a03e5c47c94,Coffee Mafia,414 S Gay St,Auburn,AL,36830,coffee_shop,coffee_shop,"cafe,breakfast_and_brunch_restaurant",coffee_shop,0.9984897816181183,open,,http://www.orderauburncoffeemafia.com/,32.59814456,-85.48013256,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
aa52d4ae-0391-4b20-ab48-c2470ebba4fe,College,1105 S College St,Auburn,AL,36830,coffee_shop,coffee_shop,"cafe,coffee_roastery",coffee_shop,0.4,open,Dutch Bros. Coffee,https://locations.dutchbros.com/dutch-bros-coffee-al/auburn/1105-s-college-st,32.58374,-85.49038,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
49b00f43-1b70-4d9f-b1f3-d7b6d3a6dc79,Dunkin',2049 S College St,Auburn,AL,36832,coffee_shop,coffee_shop,"donuts,fast_food_restaurant",coffee_shop,0.9828217625617981,open,Dunkin',https://locations.dunkindonuts.com/en/al/auburn/2049-s-college-st/351005?utm_source=facebook&utm_medium=local&utm_campaign=localmaps&utm_content=351005&y_source=1_MTIxMTA2MjYtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,32.56608054,-85.50155779,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
4889729c-f95c-458a-a550-f651fb53b00b,Dutch Bros Coffee,1105 S College St,Auburn,AL,36830,coffee_shop,coffee_shop,,coffee_shop,0.77,open,,https://dutchbros.com,32.584019,-85.489802,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
babcd2e8-f295-4810-a51c-4aa993908ed6,E Gleen Ave & E Samford Ave.,1945 E Glenn Ave,Auburn,AL,36830,coffee_shop,coffee_shop,"cafe,coffee_roastery",coffee_shop,0.4,open,Scooter's Coffee,,32.60490002676499,-85.43953064394906,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
53319c81-ffe3-4501-b8d6-6f4d91e6a9cd,Java Jo'z Coffee & More,1611 S College St,Auburn,AL,36832,coffee_shop,coffee_shop,restaurant,coffee_shop,0.77,open,,,32.57675,-85.498257,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
b0ff7c26-c5e7-48bb-a0b9-d60150957339,Mama Mocha's,124 Tichenor Ave,Auburn,AL,36830,coffee_shop,coffee_shop,"cafe,italian_restaurant",coffee_shop,0.4140058159828186,open,,http://www.mamamocha.com,32.608027,-85.480795,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
e521d108-3f97-4a24-ab8d-1ab39eff4438,One Bike Coffee,2415 Moores Mill Rd,Auburn,AL,36830,coffee_shop,coffee_shop,"cafe,restaurant",coffee_shop,0.8404528498649597,open,,https://linktr.ee/OneBikeCoffee?fbclid=PAAaaDwSljynqifHBMihKmL9ViszUwPr80iNbTIaS5h45zYjD_oosXnxZu750,32.58556688,-85.43825966,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
ec942ba3-44bd-4aa4-a583-4dca74623361,Prevail Union,131 S College St,Auburn,AL,36830,coffee_shop,coffee_shop,,coffee_shop,0.77,open,,http://prevailunion.com,32.60575247521013,-85.48146038122002,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
0f573099-9031-45fc-8e46-25782d4bb6a1,Ross House Coffee,150 N Ross St,Auburn,AL,36830,coffee_shop,coffee_shop,"cafe,restaurant",coffee_shop,0.9872574210166931,open,,http://www.rosshousecoffee.com/,32.60787559,-85.47490189,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
f0c1a4ec-eadd-42cc-94f3-636014b333c5,Scooter's Coffee,1945 E Glenn Ave,Auburn,AL,36830,coffee_shop,coffee_shop,"cafe,bakery",coffee_shop,0.9922583794593811,open,Scooter's Coffee,https://scooterscoffee.com/,32.60490092,-85.4390479,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
3258dfbb-adfe-443a-b207-23b7745f1bcf,Starbucks,405 W Magnolia Ave,Auburn,AL,36849,coffee_shop,coffee_shop,"cafe,restaurant",coffee_shop,0.9056183695793152,open,Starbucks,https://www.starbucks.com/store-locator/store/1007583,32.60580198,-85.48874023,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
f44862c1-7ca3-490a-a375-f13074df38b3,Starbucks,255 Heisman Drive,Auburn,AL,36849,coffee_shop,coffee_shop,restaurant,coffee_shop,0.96826,open,,https://www.starbucks.com/store-locator/store/10815,32.6024867,-85.4869588,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
d8d3c4d7-94d8-4e70-9c54-9e00c438b599,Starbucks,298 Dean Rd,Auburn,AL,36830,coffee_shop,coffee_shop,"cafe,bakery",coffee_shop,0.9994983055961132,open,Starbucks,https://www.starbucks.com/store-locator/store/1015428,32.61061762,-85.46333028,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
75f3639b-1fc4-4ca2-af84-fb42982e37f3,Starbucks,1121 S College St,Auburn,AL,36832,coffee_shop,coffee_shop,"cafe,bakery",coffee_shop,0.9949824810028076,open,Starbucks,https://www.starbucks.com/store-locator/store/1018107,32.58329101,-85.49096874,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
57eb62b1-eb90-44b4-9a86-0bcc0dea52da,Starbucks,1619 Opelika Rd,Auburn,AL,36830,coffee_shop,coffee_shop,"cafe,restaurant",coffee_shop,0.9997910450100899,open,Starbucks,https://www.starbucks.com/store-locator/store/1016831,32.62493409,-85.44671749,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
004c3cfb-4385-4c09-9035-2a1e1953fb6c,The Bean,169 S Gay St,Auburn,AL,36830,coffee_shop,coffee_shop,,coffee_shop,0.77,open,,http://www.thebeancoffeeau.com,32.60477170739043,-85.47963155699252,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
4848d509-4a1f-4598-901d-9a42802b325b,The Bean Coffee Shop,140 N Dean Rd,Auburn,AL,36830,coffee_shop,coffee_shop,"bakery,cafe",coffee_shop,0.9942660927772522,open,,http://thebeancoffeeshop.com,32.60807336,-85.46470482,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
6005b82b-5cd2-4770-b2a5-a0bc132b9b2c,The Coffee Cat,124 Tichenor Ave,Auburn,AL,36830,coffee_shop,coffee_shop,,coffee_shop,0.77,open,,http://www.coffeecatau.com,32.608010638470596,-85.48086413478168,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
25a6c75b-f2c5-4044-a284-5dbf0afddfc7,Toomer's Coffee,1100 S College St,Auburn,AL,36832,coffee_shop,coffee_shop,,coffee_shop,0.77,open,,http://www.toomerscoffee.com,32.58501023025373,-85.49058883658927,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
c1ebbfe3-d2a3-46c7-8539-d4e5a09c4fcc,Uniq Coffee,312 N Gay St,Auburn,AL,36830,coffee_shop,coffee_shop,,coffee_shop,0.77,open,,https://uniq-coffee.ueniweb.com,32.61078195680177,-85.47908840694916,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
ab3a9b34-dee8-497f-b3d6-33809bbe6033,the grazer co. + Coffee,220 N College St,Auburn,AL,36830,coffee_shop,coffee_shop,"smoothie_juice_bar,cafe",coffee_shop,0.9427152872085571,open,,,32.609633,-85.481362,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
230e0ed5-907b-4d27-a3f5-5b29521400ef,Meme's Coffee Deli,415 19th St N,Bessemer,AL,35020,coffee_shop,coffee_shop,"delicatessen,cafe",coffee_shop,0.9427152872085571,open,,,33.40361088,-86.95501091,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
34fc2596-6254-47ff-83e0-6b2388766bd3,Milo's Tea Company,3112 Dublin Ln,Bessemer,AL,35022,non_alcoholic_beverage_venue,tea_room,"smoothie_juice_bar,cafe",tea_room,0.9947139620780945,open,,http://www.milostea.com,33.37137162,-86.94293821,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
92884398-40a1-472d-9134-d2f130d1345c,Starbucks,4889 Promenade Pkwy,Bessemer,AL,35022,coffee_shop,coffee_shop,restaurant,coffee_shop,0.77,open,,https://www.starbucks.com/store-locator/store/7728,33.3302,-86.9308,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
4fb696e0-0324-4931-86c7-89804808f2f4,Starbucks,4889 Promenade Pkwy,Bessemer,AL,35022,coffee_shop,coffee_shop,"cafe,coffee_roastery",coffee_shop,0.4,open,Starbucks,,33.33467,-86.98975,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
4181b12e-44a2-4b72-8a73-0442aed8de07,Starbucks,4889 Promenade Pkwy,Bessemer,AL,35022,coffee_shop,coffee_shop,"cafe,restaurant",coffee_shop,0.9716882705688477,open,Starbucks,http://www.starbucks.com/,33.33454897,-86.99008658,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
c83b5974-31c8-41f4-9af1-8d03508f9371,Starbucks,5049 Ford Pkwy,Bessemer,AL,35022,coffee_shop,coffee_shop,"cafe,restaurant",coffee_shop,0.9999146661496162,open,Starbucks,https://www.starbucks.ca/store-locator/store/1031607/i-20-ford-parkway-5049-ford-pkwy-bessemer-al-350225279-us,33.36543783,-86.99735747,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
6755bbc8-d06d-470a-97ba-4beccf9b6869,7 Brew Coffee,1353 Montclair Rd,Birmingham,AL,35210,coffee_shop,coffee_shop,,coffee_shop,0.9879518151283264,open,,https://7brew.com/location/alabama-birmingham-000752,33.5225864,-86.7288883,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
916cc193-9cf8-4815-8b70-c00d74b38eab,Alicia's Coffee LLC.,1510 5th Ave N,Birmingham,AL,35203,coffee_shop,coffee_shop,cafe,coffee_shop,0.9989979863166809,open,,http://www.aliciascoffee.com/,33.51525247,-86.8146965,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
de5b3eb6-93f7-42d3-b1ff-31b539978acd,Avondale Grill,4102 5th Ave S,Birmingham,AL,35222,coffee_shop,coffee_shop,"mexican_restaurant,bar_and_grill_restaurant",coffee_shop,0.4952310621738434,open,,http://www.avondalecommonhouse.com,33.522244,-86.772428,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
380906b7-7df7-4e95-9e5f-ebdab34ebe66,Baba Java - The Village at Meadowbrook,1801 Doug Baker Blvd Ste 121,Birmingham,AL,35242,coffee_shop,coffee_shop,restaurant,coffee_shop,0.9742787480354309,open,,https://www.babajavacoffee.com/,33.4115672,-86.6757674,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
c5d981a5-2de8-4566-ac3e-fe50b1b124fb,Bandido Coffee Parlor,1024 20th St S,Birmingham,AL,35205,coffee_shop,coffee_shop,"cafe,bakery",coffee_shop,0.9866235411167145,open,,http://www.alabamacoffeefest.org/,33.50047388,-86.7958008,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
3789a04b-9950-4268-af12-9247727e9ab1,Birmingham Cars & Coffee,3419 Colonnade Pkwy,Birmingham,AL,35243,coffee_shop,coffee_shop,"cafe,topic_concert_venue",coffee_shop,0.8578075170516968,open,,https://bit.ly/FarmRoy,33.43863,-86.72835,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
7d346c6a-6b2f-4f69-bd94-582d33f8f311,Bizarre The Coffee Bar,217 22nd St N,Birmingham,AL,35203,coffee_shop,coffee_shop,restaurant,coffee_shop,0.9606910347938538,open,,https://bizarre-the-coffee-bar.business.site/,33.517434,-86.803687,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
0f960565-d495-42e8-bd53-27977d041f30,Bullet Coffee,5299 US-280,Birmingham,AL,35242,coffee_shop,coffee_shop,"cafe,restaurant",coffee_shop,0.9925240874290466,open,,https://www.bulletcoffeeco.com,33.41944861,-86.67889629,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
b71c7d3d-3d94-4f32-b457-12b7613698de,Cala Coffee Downtown,1826 3rd Ave N,Birmingham,AL,35203,coffee_shop,coffee_shop,cafe,coffee_shop,0.9209975600242615,open,,,33.51555019,-86.80881964,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
aeafd0e3-9662-45c8-9900-dc7fa3d9a1f8,Caveat Coffee,2832 Linden Ave,Birmingham,AL,35209,coffee_shop,coffee_shop,"restaurant,cafe",coffee_shop,0.9841963648796082,open,,http://caveatcoffee.com,33.47917844,-86.79287532,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
33e3d0a9-b198-4ce3-8ca0-201d6977312f,Cha House Bham,131 41st St S,Birmingham,AL,35222,non_alcoholic_beverage_venue,tea_room,cafe,tea_room,0.4741327166557312,open,,http://ChaHouseBham.com/,33.52492584,-86.77449703,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
8e3da600-a08f-4e3d-b095-c4e09403e401,Crestwood Coffee Co.,5512 Crestwood Blvd,Birmingham,AL,35212,coffee_shop,coffee_shop,,coffee_shop,0.77,open,,http://www.crestwoodtavern.com,33.52945362492074,-86.74791436203937,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
b4fb26db-948d-45ae-87e3-904969dd5b9f,Daysol Coffee Lab,2616 3rd Ave S,Birmingham,AL,35233,coffee_shop,coffee_shop,cafe,coffee_shop,0.9502891302108765,open,,http://www.daysolcoffeelab.co/,33.51452919,-86.79382775,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
a7aeadbe-46d3-440d-a1e8-80d0615067b8,Domestique Coffee,200 41st St S,Birmingham,AL,35222,coffee_shop,coffee_shop,cafe,coffee_shop,0.5299970507621765,open,,http://www.domestiquecoffee.com/,33.52446218,-86.77457716,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
80d4f1d3-df4e-4db5-a99a-aceb4e554250,Don't Forget Us Café LLC,4429 43rd Ave N,Birmingham,AL,35217,coffee_shop,coffee_shop,"cafe,internet_cafe",coffee_shop,0.6359279155731201,open,,,33.563901,-86.768653,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
5034b2f0-7dcc-4cd6-835c-13ea315b5ae0,Dunkin Donuts,1820 Gadsden Hwy,Birmingham,AL,35235,coffee_shop,coffee_shop,"donuts,fast_food_restaurant",coffee_shop,0.9774609804153442,open,Dunkin',https://locations.dunkindonuts.com/en/al/birmingham/1820-gadsden-hwy/350246?utm_source=facebook&utm_medium=local&utm_campaign=localmaps&utm_content=350246&y_source=1_MTIxMDg1NTMtNTU5LWxvY2F0aW9uLndlYnNpdGU%3D,33.60622639,-86.63215987,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
1b7de4d2-8fbd-4572-ae36-8082ba41a7ad,Forest Perk Coffee,3328 Clairmont Ave S,Birmingham,AL,35222,coffee_shop,coffee_shop,,coffee_shop,0.77,open,,http://www.forestperkcoffee.com/,33.513357,-86.780033,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
5e3f6583-8cca-4c0f-afde-3c6f7a8da205,Frutta Bowls,420 20th St N,Birmingham,AL,35203,coffee_shop,coffee_shop,,coffee_shop,0.77,open,,https://www.fruttabowls.com,33.51759627301886,-86.8084696042531,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
c20e66e3-0bc4-46a5-8884-f8f5f14dcc42,Golden Temple Natural Grocery & Cafe,1901 11th Ave S,Birmingham,AL,35205,coffee_shop,coffee_shop,,coffee_shop,0.77,open,,http://www.goldentemplehealthfoods.com,33.499765907942205,-86.79731665291894,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
b91d8101-317d-4553-9d31-84fe742e8b36,Grounds,2214 2nd Ave N,Birmingham,AL,35203,coffee_shop,coffee_shop,"chocolatier,cafe",coffee_shop,0.9834200143814087,open,,http://www.groundsbhm.com/,33.51721837,-86.80302177,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
038c0d59-3c84-41b2-8d0b-f88355524253,Heritage Coffee,400 19th St,Birmingham,AL,35218,coffee_shop,coffee_shop,"cafe,restaurant",coffee_shop,0.9281675815582275,open,,https://www.heritagecoffee.shop/,33.51386304,-86.89771937,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
e08c9efd-5c19-4a6e-beb4-ff26cb72f0c9,Icebox Coffee,1500 1st Ave N,Birmingham,AL,35203,coffee_shop,coffee_shop,cafe,coffee_shop,0.46254226565361023,open,,http://www.iceboxcoffee.com/,33.51151864,-86.81260247,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
8516eec8-493b-4207-987d-ac5f6e209420,Innova Coffee,4700 Colonnade Pl,Birmingham,AL,35243,coffee_shop,coffee_shop,,coffee_shop,0.77,open,,http://innovacoffee.com,33.43328094482422,-86.73700714111328,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
fbdd6bb2-017d-41f4-8e18-fed712f1c048,June Coffee,213 25th St N,Birmingham,AL,35203,coffee_shop,coffee_shop,cafe,coffee_shop,0.9903756976127625,open,,http://junecoffee.co/,33.51927111,-86.7997198,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
1a18b4a0-bd46-4c97-adf8-1b9e1dd7b9cc,J’ ti`’z Smoothie-N-Coffee Bar,1521 Pinson Valley Pkwy Ste 109,Birmingham,AL,35217,coffee_shop,coffee_shop,"bar,restaurant",coffee_shop,0.9471,open,,https://birminghamcoffeeshop.com/,33.5836982727051,-86.7732696533203,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
5198b8ff-df86-48ae-a3d9-6a5f5837db57,Kyle's Cool Beans,7191 Cahaba Valley Rd,Birmingham,AL,35242,coffee_shop,coffee_shop,,coffee_shop,0.30590954422950745,open,,,33.4271,-86.66693,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
006edb6c-7b4c-4ea9-bf5e-0df81935b2f9,"LaFleur Coffee Boutique, LLC",5521 1st Ave S,Birmingham,AL,35212,coffee_shop,coffee_shop,cafe,coffee_shop,0.8701592087745667,open,,http://lafleurcoffeeboutique.shop/,33.53947833,-86.75101634,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
273c908c-869e-4dea-822e-e1111dd7de42,Lee's Coffee at Workplay,500 23rd St S,Birmingham,AL,35233,coffee_shop,coffee_shop,"cafe,cocktail_bar",coffee_shop,0.7219563722610474,open,,https://workplay.com/harmonic/,33.50961343,-86.79746343,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
70d26913-4f56-411d-b675-004fe5d1d90a,Lexi's Flaming Coffee Bar,2425 Altaridge Cir,Birmingham,AL,35243,coffee_shop,coffee_shop,"cafe,bar",coffee_shop,0.6482072472572327,open,,,33.4307098,-86.7445068,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
078df8ea-d887-429f-a7d4-7b71174d42e3,Linger Longer Brews,597 Park Ave,Birmingham,AL,35226,coffee_shop,coffee_shop,"restaurant,cafe",coffee_shop,0.6998692750930786,open,,,33.41223,-86.85563,"32.93451652328171, -85.93562039646821",75,batch_3_alexander_city_al_75mi
